co2_id,date,site_depart,site_arrivee,mode_transport,distance_km,masse_t,co2_kg,co2_kg_baseline,reduction_pct,fe_kg_co2_t_km,conforme_iso14001,produit
CO2-0664,2024-08-10,Youssoufia,Jorf Lasfar,Maritime,90,264.2,166.45,238.42,30.2,0.007,True,Phosphate brut
CO2-0665,2024-02-19,Jorf Lasfar,Laayoune,Route,820,195.4,16663.71,21826.81,23.7,0.104,True,Acide phosphorique
CO2-0666,2025-03-17,Laayoune,Safi,Rail,450,172.8,1944.0,2382.28,18.4,0.025,True,TSP
CO2-0667,2024-07-26,Casablanca Port,Laayoune,Rail,900,61.5,1383.75,1695.38,18.4,0.025,True,Sulfate d'ammonium
CO2-0668,2024-03-11,Benguerir,Jorf Lasfar,Route,110,293.4,3098.3,4342.83,28.7,0.096,True,Urée
CO2-0669,2025-01-20,Jorf Lasfar,Youssoufia,Maritime,90,236.4,170.21,225.56,24.5,0.008,True,TSP
CO2-0670,2024-07-15,Khouribga,Jorf Lasfar,Rail,180,85.8,386.1,486.12,20.6,0.025,True,TSP
CO2-0671,2025-01-20,Casablanca Port,Khouribga,Rail,120,436.1,1308.3,1613.96,18.9,0.025,True,MAP
CO2-0672,2024-11-29,Youssoufia,Safi,Rail,60,294.4,441.6,669.94,34.1,0.025,True,Urée
CO2-0673,2024-01-29,Safi,Casablanca Port,Maritime,742,237.9,1412.17,1974.55,28.5,0.008,True,NPS
CO2-0674,2025-01-10,Youssoufia,Khouribga,Rail,516,255.5,2900.44,3715.36,21.9,0.022,True,TSP
CO2-0675,2024-01-22,Youssoufia,Jorf Lasfar,Maritime,90,344.0,216.72,294.98,26.5,0.007,True,Sulfate d'ammonium
CO2-0676,2025-02-27,Casablanca Port,Jorf Lasfar,Maritime,95,318.4,241.98,325.98,25.8,0.008,True,Phosphate brut
CO2-0677,2024-08-27,Laayoune,Casablanca Port,Rail,900,348.8,6906.24,8778.21,21.3,0.022,True,MAP
CO2-0678,2025-02-02,Casablanca Port,Safi,Route,396,110.4,4196.97,6023.66,30.3,0.096,True,Sulfate d'ammonium
CO2-0679,2024-04-04,Youssoufia,Benguerir,Rail,228,41.9,238.83,335.59,28.8,0.025,True,Sulfate d'ammonium
CO2-0680,2024-07-30,Laayoune,Khouribga,Route,577,407.6,22577.78,34941.72,35.4,0.096,True,NPS
CO2-0681,2024-01-01,Laayoune,Benguerir,Route,87,361.3,3269.04,4083.35,19.9,0.104,True,NPS
CO2-0682,2024-12-04,Safi,Benguerir,Route,95,339.4,3095.33,4252.19,27.2,0.096,True,Acide phosphorique
CO2-0683,2024-03-10,Jorf Lasfar,Safi,Maritime,75,463.2,277.92,374.34,25.8,0.008,True,Phosphate brut
CO2-0684,2024-07-18,Safi,Benguerir,Route,95,495.5,4895.54,7344.61,33.3,0.104,True,DAP
CO2-0685,2024-06-20,Khouribga,Jorf Lasfar,Rail,180,171.1,677.56,924.59,26.7,0.022,True,DAP
CO2-0686,2024-05-24,Jorf Lasfar,Laayoune,Route,820,291.2,24833.54,38169.4,34.9,0.104,True,NPS
CO2-0687,2024-04-16,Khouribga,Youssoufia,Maritime,659,332.0,1531.52,2142.99,28.5,0.007,True,Urée
CO2-0688,2024-12-27,Youssoufia,Safi,Rail,60,353.5,466.62,677.37,31.1,0.022,True,TSP
CO2-0689,2024-12-25,Benguerir,Safi,Rail,95,273.9,650.51,874.76,25.6,0.025,True,Phosphate brut
CO2-0690,2024-08-13,Safi,Benguerir,Rail,95,429.6,897.86,1365.34,34.2,0.022,True,Sulfate d'ammonium
CO2-0691,2024-12-03,Jorf Lasfar,Safi,Route,75,218.7,1574.64,2026.25,22.3,0.096,True,Sulfate d'ammonium
CO2-0692,2024-07-18,Laayoune,Benguerir,Route,843,126.3,10221.21,15075.75,32.2,0.096,True,Acide phosphorique
CO2-0693,2024-07-08,Jorf Lasfar,Khouribga,Route,180,465.4,8712.29,12750.82,31.7,0.104,True,Phosphate brut
CO2-0694,2024-08-09,Laayoune,Casablanca Port,Route,900,297.6,25712.64,32892.77,21.8,0.096,True,Acide phosphorique
CO2-0695,2025-03-12,Safi,Benguerir,Rail,95,384.4,912.95,1150.29,20.6,0.025,True,Phosphate brut
CO2-0696,2025-01-05,Khouribga,Casablanca Port,Route,120,221.7,2553.98,3711.55,31.2,0.096,True,Phosphate brut
CO2-0697,2025-02-09,Jorf Lasfar,Laayoune,Maritime,820,389.9,2557.74,3590.87,28.8,0.008,True,Acide phosphorique
CO2-0698,2025-03-19,Khouribga,Benguerir,Rail,80,484.3,852.37,1155.76,26.3,0.022,True,DAP
CO2-0699,2025-01-06,Casablanca Port,Youssoufia,Rail,570,385.6,5494.8,7222.3,23.9,0.025,True,Sulfate d'ammonium
CO2-0700,2024-10-14,Youssoufia,Safi,Maritime,60,396.5,166.53,219.46,24.1,0.007,True,TSP
CO2-0701,2024-08-22,Laayoune,Youssoufia,Rail,330,24.9,205.42,266.5,22.9,0.025,True,Urée
CO2-0702,2024-06-22,Laayoune,Benguerir,Route,145,91.2,1375.3,1923.08,28.5,0.104,True,DAP
CO2-0703,2024-03-30,Youssoufia,Laayoune,Route,189,85.5,1551.31,1972.36,21.3,0.096,True,NPS
CO2-0704,2024-10-31,Benguerir,Jorf Lasfar,Route,110,359.3,3794.21,4805.78,21.0,0.096,True,Sulfate d'ammonium
CO2-0705,2024-11-30,Casablanca Port,Laayoune,Route,900,286.6,26825.76,41306.26,35.1,0.104,True,MAP
CO2-0706,2024-10-07,Jorf Lasfar,Casablanca Port,Rail,95,145.3,303.68,423.15,28.2,0.022,True,Phosphate brut
CO2-0707,2024-03-06,Benguerir,Laayoune,Route,486,206.2,9620.47,11788.61,18.4,0.096,True,Sulfate d'ammonium
CO2-0708,2024-11-12,Khouribga,Benguerir,Route,80,111.4,855.55,1073.84,20.3,0.096,True,TSP
CO2-0709,2024-05-22,Khouribga,Benguerir,Rail,80,239.6,421.7,545.17,22.6,0.022,True,Phosphate brut
CO2-0710,2024-12-16,Casablanca Port,Khouribga,Rail,120,131.4,394.2,571.58,31.0,0.025,True,Urée
CO2-0711,2024-11-03,Jorf Lasfar,Laayoune,Maritime,820,404.5,2321.83,3421.22,32.1,0.007,True,DAP
CO2-0712,2024-04-19,Khouribga,Casablanca Port,Maritime,120,361.2,303.41,424.52,28.5,0.007,True,Acide phosphorique
CO2-0713,2024-03-10,Safi,Casablanca Port,Rail,236,445.3,2627.27,3747.33,29.9,0.025,True,NPS
CO2-0714,2024-01-30,Safi,Benguerir,Rail,95,146.5,347.94,454.32,23.4,0.025,True,Sulfate d'ammonium
CO2-0715,2024-10-11,Khouribga,Benguerir,Rail,80,401.1,705.94,1081.17,34.7,0.022,True,TSP
CO2-0716,2024-09-19,Youssoufia,Casablanca Port,Maritime,367,222.6,653.55,825.7,20.8,0.008,True,Sulfate d'ammonium
CO2-0717,2024-04-29,Casablanca Port,Youssoufia,Rail,285,84.1,527.31,747.86,29.5,0.022,True,Phosphate brut
CO2-0718,2025-03-21,Khouribga,Benguerir,Rail,80,178.5,357.0,552.29,35.4,0.025,True,Phosphate brut
CO2-0719,2024-07-16,Youssoufia,Khouribga,Rail,102,125.3,281.17,377.58,25.5,0.022,True,NPS
CO2-0720,2024-11-28,Khouribga,Laayoune,Maritime,205,341.8,490.48,723.05,32.2,0.007,True,Sulfate d'ammonium
CO2-0721,2025-01-06,Laayoune,Khouribga,Route,517,88.2,4742.34,6702.75,29.2,0.104,True,Sulfate d'ammonium
CO2-0722,2024-08-03,Laayoune,Benguerir,Rail,846,47.2,878.49,1251.51,29.8,0.022,True,Phosphate brut
CO2-0723,2025-03-07,Khouribga,Youssoufia,Rail,316,372.7,2591.01,3807.11,31.9,0.022,True,NPS
CO2-0724,2024-04-12,Youssoufia,Benguerir,Rail,301,150.0,1128.75,1372.94,17.8,0.025,True,Acide phosphorique
CO2-0725,2024-01-13,Safi,Khouribga,Maritime,155,375.9,466.12,574.17,18.8,0.008,True,TSP
CO2-0726,2024-10-16,Youssoufia,Laayoune,Rail,379,45.0,375.21,457.93,18.1,0.022,True,Urée
CO2-0727,2024-03-19,Laayoune,Benguerir,Maritime,639,242.0,1082.47,1614.06,32.9,0.007,True,NPS
CO2-0728,2024-07-21,Casablanca Port,Laayoune,Maritime,900,174.1,1096.83,1475.1,25.6,0.007,True,TSP
CO2-0729,2024-06-25,Benguerir,Khouribga,Route,80,327.1,2721.47,3777.1,27.9,0.104,True,NPS
CO2-0730,2025-01-27,Youssoufia,Laayoune,Route,724,91.2,6867.0,10336.71,33.6,0.104,True,MAP
CO2-0731,2025-03-30,Youssoufia,Benguerir,Route,693,39.2,2607.9,3843.21,32.1,0.096,True,Sulfate d'ammonium
CO2-0732,2025-01-28,Safi,Jorf Lasfar,Maritime,75,362.1,217.26,315.82,31.2,0.008,True,TSP
CO2-0733,2025-03-21,Youssoufia,Jorf Lasfar,Rail,90,110.1,218.0,320.31,31.9,0.022,True,MAP
CO2-0734,2024-02-06,Laayoune,Youssoufia,Rail,213,60.6,322.69,400.69,19.5,0.025,True,NPS
CO2-0735,2025-03-05,Jorf Lasfar,Khouribga,Rail,180,186.4,738.14,993.22,25.7,0.022,True,DAP
CO2-0736,2025-01-11,Casablanca Port,Khouribga,Route,120,434.2,5418.82,7055.15,23.2,0.104,True,DAP
CO2-0737,2024-03-21,Laayoune,Casablanca Port,Rail,900,92.5,1831.5,2574.57,28.9,0.022,True,Acide phosphorique
CO2-0738,2024-03-25,Casablanca Port,Benguerir,Rail,692,172.8,2630.71,3611.69,27.2,0.022,True,TSP
CO2-0739,2024-07-13,Youssoufia,Benguerir,Route,477,379.3,18816.31,24030.48,21.7,0.104,True,NPS
CO2-0740,2024-04-26,Youssoufia,Benguerir,Rail,449,431.4,4842.47,6055.6,20.0,0.025,True,Urée
CO2-0741,2024-07-21,Youssoufia,Jorf Lasfar,Maritime,90,348.8,219.74,309.15,28.9,0.007,True,Urée
CO2-0742,2025-02-23,Laayoune,Youssoufia,Rail,837,373.3,6873.95,10213.03,32.7,0.022,True,Phosphate brut
CO2-0743,2024-01-15,Benguerir,Safi,Route,95,441.1,4022.83,5256.46,23.5,0.096,True,NPS
CO2-0744,2024-12-26,Jorf Lasfar,Casablanca Port,Maritime,95,25.6,19.46,23.49,17.2,0.008,True,TSP
CO2-0745,2025-01-29,Khouribga,Safi,Maritime,155,201.2,249.49,359.15,30.5,0.008,True,MAP
CO2-0746,2025-01-20,Jorf Lasfar,Benguerir,Rail,110,347.3,840.47,1084.28,22.5,0.022,True,TSP
CO2-0747,2024-09-02,Safi,Jorf Lasfar,Maritime,75,120.4,63.21,85.01,25.6,0.007,True,Acide phosphorique
CO2-0748,2024-05-12,Youssoufia,Jorf Lasfar,Route,90,173.1,1620.22,2035.01,20.4,0.104,True,Sulfate d'ammonium
CO2-0749,2024-11-06,Jorf Lasfar,Youssoufia,Rail,90,58.7,132.08,174.64,24.4,0.025,True,MAP
CO2-0750,2025-03-20,Youssoufia,Casablanca Port,Rail,108,334.0,793.58,1153.7,31.2,0.022,True,TSP
CO2-0751,2024-11-14,Youssoufia,Casablanca Port,Route,199,54.2,1035.44,1321.66,21.7,0.096,True,TSP
CO2-0752,2025-03-27,Jorf Lasfar,Benguerir,Route,110,339.1,3580.9,4801.19,25.4,0.096,True,Urée
CO2-0753,2024-11-13,Youssoufia,Jorf Lasfar,Maritime,90,409.9,258.24,325.47,20.7,0.007,True,Acide phosphorique
CO2-0754,2024-09-17,Casablanca Port,Youssoufia,Rail,521,201.0,2618.03,3749.37,30.2,0.025,True,DAP
CO2-0755,2024-06-08,Casablanca Port,Laayoune,Maritime,900,66.6,479.52,696.91,31.2,0.008,True,Phosphate brut
CO2-0756,2025-02-19,Casablanca Port,Jorf Lasfar,Rail,95,150.9,358.39,536.9,33.2,0.025,True,Phosphate brut
CO2-0757,2024-05-17,Casablanca Port,Youssoufia,Rail,918,328.3,7534.49,11284.23,33.2,0.025,True,MAP
CO2-0758,2025-02-01,Laayoune,Youssoufia,Rail,461,379.6,4374.89,6264.67,30.2,0.025,True,MAP
CO2-0759,2025-02-26,Casablanca Port,Benguerir,Maritime,237,437.5,829.5,1116.51,25.7,0.008,True,NPS
CO2-0760,2024-03-26,Safi,Benguerir,Rail,95,386.5,917.94,1272.08,27.8,0.025,True,Acide phosphorique
CO2-0761,2024-08-25,Jorf Lasfar,Casablanca Port,Rail,95,168.5,400.19,585.29,31.6,0.025,True,DAP
CO2-0762,2025-01-21,Khouribga,Jorf Lasfar,Rail,180,465.5,1843.38,2497.38,26.2,0.022,True,NPS
CO2-0763,2024-10-28,Youssoufia,Safi,Maritime,60,392.5,188.4,268.14,29.7,0.008,True,Acide phosphorique
CO2-0764,2024-04-02,Laayoune,Safi,Maritime,398,392.0,1092.11,1538.27,29.0,0.007,True,TSP
CO2-0765,2024-04-19,Youssoufia,Safi,Maritime,60,73.7,30.95,44.88,31.0,0.007,True,Urée
CO2-0766,2024-01-14,Laayoune,Youssoufia,Rail,156,112.8,387.13,505.97,23.5,0.022,True,MAP
CO2-0767,2024-06-17,Khouribga,Safi,Rail,155,141.4,482.17,712.91,32.4,0.022,True,MAP
CO2-0768,2025-03-17,Benguerir,Laayoune,Route,603,460.2,28860.06,42434.97,32.0,0.104,True,MAP
CO2-0769,2024-11-11,Khouribga,Jorf Lasfar,Maritime,180,93.6,134.78,189.48,28.9,0.008,True,Acide phosphorique
CO2-0770,2025-02-02,Jorf Lasfar,Laayoune,Maritime,820,332.8,2183.17,3153.39,30.8,0.008,True,MAP
CO2-0771,2024-12-01,Casablanca Port,Jorf Lasfar,Rail,95,125.3,297.59,401.09,25.8,0.025,True,DAP
CO2-0772,2024-02-18,Casablanca Port,Laayoune,Maritime,900,359.0,2261.7,2718.3,16.8,0.007,True,Phosphate brut
CO2-0773,2024-11-03,Casablanca Port,Youssoufia,Maritime,424,112.8,382.62,484.39,21.0,0.008,True,MAP
CO2-0774,2024-05-19,Khouribga,Safi,Maritime,155,176.8,191.83,248.33,22.8,0.007,True,Phosphate brut
CO2-0775,2024-05-05,Jorf Lasfar,Laayoune,Rail,820,285.5,5852.75,8917.93,34.4,0.025,True,TSP
CO2-0776,2024-11-05,Casablanca Port,Jorf Lasfar,Maritime,95,48.6,36.94,51.23,27.9,0.008,True,Urée
CO2-0777,2024-05-17,Youssoufia,Jorf Lasfar,Route,90,431.7,4040.71,6042.25,33.1,0.104,True,Phosphate brut
CO2-0778,2024-06-07,Laayoune,Jorf Lasfar,Maritime,820,343.1,2250.74,2869.85,21.6,0.008,True,NPS
CO2-0779,2024-03-29,Safi,Laayoune,Rail,597,181.4,2707.4,4085.86,33.7,0.025,True,Urée
CO2-0780,2025-03-04,Youssoufia,Jorf Lasfar,Route,90,139.0,1301.04,1700.0,23.5,0.104,True,MAP
CO2-0781,2024-05-01,Khouribga,Youssoufia,Rail,238,338.6,1772.91,2252.29,21.3,0.022,True,Phosphate brut
CO2-0782,2025-01-29,Casablanca Port,Jorf Lasfar,Rail,95,343.1,717.08,1043.98,31.3,0.022,True,Phosphate brut
CO2-0783,2024-02-19,Benguerir,Youssoufia,Route,834,308.0,26714.69,36997.82,27.8,0.104,True,Sulfate d'ammonium
CO2-0784,2025-01-09,Casablanca Port,Laayoune,Maritime,900,214.9,1353.87,1858.26,27.1,0.007,True,MAP
CO2-0785,2024-10-14,Casablanca Port,Khouribga,Route,120,322.0,4018.56,5983.37,32.8,0.104,True,TSP
CO2-0786,2024-07-25,Khouribga,Laayoune,Maritime,615,68.2,335.54,431.7,22.3,0.008,True,MAP
CO2-0787,2024-11-14,Jorf Lasfar,Youssoufia,Route,90,233.4,2184.62,2710.84,19.4,0.104,True,MAP
CO2-0788,2024-07-10,Benguerir,Casablanca Port,Route,673,429.5,30061.56,41766.22,28.0,0.104,True,Acide phosphorique
CO2-0789,2024-01-13,Benguerir,Laayoune,Route,262,372.5,10149.88,15699.19,35.3,0.104,True,TSP
CO2-0790,2024-11-06,Casablanca Port,Safi,Route,457,354.0,16824.91,23333.68,27.9,0.104,True,TSP
CO2-0791,2024-09-08,Jorf Lasfar,Benguerir,Maritime,110,65.2,57.38,77.86,26.3,0.008,True,Acide phosphorique
CO2-0792,2024-05-06,Jorf Lasfar,Casablanca Port,Maritime,95,447.7,340.25,449.2,24.3,0.008,True,Phosphate brut
CO2-0793,2024-01-08,Jorf Lasfar,Benguerir,Maritime,110,321.6,247.63,363.37,31.9,0.007,True,Acide phosphorique
CO2-0794,2025-01-04,Youssoufia,Casablanca Port,Maritime,103,233.6,192.49,240.6,20.0,0.008,True,Urée
CO2-0795,2025-03-21,Safi,Casablanca Port,Route,144,386.9,5348.51,7576.47,29.4,0.096,True,NPS
CO2-0796,2024-12-21,Khouribga,Casablanca Port,Rail,120,395.3,1185.9,1550.5,23.5,0.025,True,NPS
CO2-0797,2025-03-19,Benguerir,Casablanca Port,Route,782,316.5,23760.29,30876.01,23.0,0.096,True,Acide phosphorique
CO2-0798,2025-01-26,Khouribga,Casablanca Port,Rail,120,312.0,823.68,1232.59,33.2,0.022,True,MAP
CO2-0799,2025-02-07,Safi,Jorf Lasfar,Rail,75,422.7,697.45,1067.31,34.7,0.022,True,Sulfate d'ammonium
CO2-0800,2025-02-18,Youssoufia,Jorf Lasfar,Maritime,90,277.5,174.82,216.32,19.2,0.007,True,Urée
CO2-0801,2024-09-02,Benguerir,Casablanca Port,Maritime,108,147.3,127.27,153.16,16.9,0.008,True,TSP
CO2-0802,2024-01-08,Casablanca Port,Laayoune,Maritime,900,209.4,1507.68,1981.59,23.9,0.008,True,TSP
CO2-0803,2024-12-22,Khouribga,Youssoufia,Rail,488,87.0,934.03,1133.61,17.6,0.022,True,Urée
CO2-0804,2025-02-26,Benguerir,Casablanca Port,Maritime,142,28.7,32.6,41.16,20.8,0.008,True,Acide phosphorique
CO2-0805,2025-03-08,Benguerir,Casablanca Port,Rail,868,126.3,2740.71,4130.36,33.6,0.025,True,Phosphate brut
CO2-0806,2025-02-24,Laayoune,Casablanca Port,Rail,900,251.6,5661.0,7885.05,28.2,0.025,True,NPS
CO2-0807,2024-07-02,Benguerir,Laayoune,Rail,646,186.9,3018.44,3637.52,17.0,0.025,True,NPS
CO2-0808,2024-02-05,Laayoune,Benguerir,Rail,128,20.3,64.96,93.4,30.5,0.025,True,Urée
CO2-0809,2024-10-03,Laayoune,Casablanca Port,Route,900,304.2,28473.12,40596.04,29.9,0.104,True,DAP
CO2-0810,2025-03-15,Benguerir,Jorf Lasfar,Route,110,287.8,3039.17,3850.79,21.1,0.096,True,NPS
CO2-0811,2024-02-10,Jorf Lasfar,Laayoune,Route,820,235.4,18530.69,25496.91,27.3,0.096,True,NPS
CO2-0812,2024-05-05,Casablanca Port,Khouribga,Maritime,120,274.8,230.83,310.48,25.7,0.007,True,DAP
CO2-0813,2024-10-16,Khouribga,Youssoufia,Maritime,848,117.9,699.85,1057.47,33.8,0.007,True,MAP
CO2-0814,2024-07-14,Khouribga,Benguerir,Route,80,165.4,1270.27,1582.8,19.7,0.096,True,DAP
CO2-0815,2024-11-23,Safi,Jorf Lasfar,Route,75,184.6,1329.12,1854.81,28.3,0.096,True,Urée
CO2-0816,2024-10-20,Laayoune,Benguerir,Rail,388,471.2,4022.16,5026.16,20.0,0.022,True,TSP
CO2-0817,2025-01-06,Khouribga,Safi,Route,155,306.7,4563.7,5695.15,19.9,0.096,True,Urée
CO2-0818,2024-01-07,Laayoune,Youssoufia,Rail,265,79.9,465.82,613.08,24.0,0.022,True,Phosphate brut
CO2-0819,2024-01-23,Casablanca Port,Laayoune,Maritime,900,231.0,1455.3,1878.09,22.5,0.007,True,Acide phosphorique
CO2-0820,2024-09-09,Safi,Jorf Lasfar,Route,75,158.5,1141.2,1518.17,24.8,0.096,True,Phosphate brut
CO2-0821,2024-06-29,Jorf Lasfar,Safi,Route,75,66.3,477.36,662.11,27.9,0.096,True,Sulfate d'ammonium
CO2-0822,2024-09-27,Khouribga,Jorf Lasfar,Rail,180,158.0,711.0,907.49,21.7,0.025,True,TSP
CO2-0823,2024-11-02,Casablanca Port,Jorf Lasfar,Rail,95,375.7,892.29,1110.64,19.7,0.025,True,TSP
CO2-0824,2024-04-21,Khouribga,Youssoufia,Maritime,877,246.7,1514.49,2153.09,29.7,0.007,True,NPS
CO2-0825,2025-02-27,Safi,Youssoufia,Route,60,149.9,935.38,1361.94,31.3,0.104,True,Sulfate d'ammonium
CO2-0826,2024-09-09,Jorf Lasfar,Benguerir,Maritime,110,174.2,134.13,168.98,20.6,0.007,True,Acide phosphorique
CO2-0827,2024-08-30,Youssoufia,Laayoune,Route,223,362.1,7751.84,9577.33,19.1,0.096,True,MAP
CO2-0828,2024-12-14,Jorf Lasfar,Benguerir,Route,110,315.2,3605.89,4411.07,18.3,0.104,True,Sulfate d'ammonium
CO2-0829,2024-03-13,Khouribga,Casablanca Port,Maritime,120,194.4,163.3,210.72,22.5,0.007,True,NPS
CO2-0830,2024-06-15,Benguerir,Safi,Route,95,387.0,3823.56,5065.52,24.5,0.104,True,TSP
CO2-0831,2024-08-17,Benguerir,Jorf Lasfar,Maritime,110,376.8,331.58,410.91,19.3,0.008,True,NPS
CO2-0832,2025-03-19,Khouribga,Safi,Maritime,155,357.1,442.8,602.57,26.5,0.008,True,Acide phosphorique
CO2-0833,2025-01-14,Benguerir,Casablanca Port,Rail,117,180.0,463.32,638.78,27.5,0.022,True,DAP
CO2-0834,2024-03-05,Youssoufia,Benguerir,Rail,622,124.5,1935.98,2915.29,33.6,0.025,True,MAP
CO2-0835,2024-05-21,Casablanca Port,Youssoufia,Rail,925,329.3,6701.25,9043.29,25.9,0.022,True,DAP
CO2-0836,2025-03-08,Jorf Lasfar,Safi,Maritime,75,447.0,268.2,328.25,18.3,0.008,True,TSP
CO2-0837,2025-03-06,Safi,Casablanca Port,Route,281,24.6,718.91,972.09,26.0,0.104,True,Sulfate d'ammonium
CO2-0838,2024-08-25,Casablanca Port,Khouribga,Route,120,78.7,906.62,1217.6,25.5,0.096,True,Phosphate brut
CO2-0839,2025-02-01,Benguerir,Laayoune,Rail,574,409.8,5174.95,6300.51,17.9,0.022,True,MAP
CO2-0840,2024-08-04,Benguerir,Jorf Lasfar,Maritime,110,110.2,84.85,127.64,33.5,0.007,True,NPS
CO2-0841,2024-05-06,Khouribga,Laayoune,Route,533,376.3,20859.06,29356.45,28.9,0.104,True,Urée
CO2-0842,2024-11-03,Jorf Lasfar,Khouribga,Route,180,120.8,2087.42,2604.67,19.9,0.096,True,Acide phosphorique
CO2-0843,2024-09-22,Safi,Laayoune,Route,348,486.4,17603.79,21448.99,17.9,0.104,True,DAP
CO2-0844,2025-03-06,Casablanca Port,Khouribga,Rail,120,275.5,826.5,1090.24,24.2,0.025,True,Phosphate brut
CO2-0845,2024-09-21,Jorf Lasfar,Khouribga,Maritime,180,419.7,604.37,759.88,20.5,0.008,True,MAP
CO2-0846,2024-08-11,Jorf Lasfar,Casablanca Port,Route,95,270.6,2673.53,3367.5,20.6,0.104,True,Acide phosphorique
CO2-0847,2024-08-19,Safi,Benguerir,Maritime,95,392.7,261.15,369.98,29.4,0.007,True,NPS
CO2-0848,2024-10-15,Jorf Lasfar,Benguerir,Route,110,289.3,3309.59,4925.86,32.8,0.104,True,NPS
CO2-0849,2025-02-07,Benguerir,Laayoune,Maritime,664,187.3,870.57,1083.2,19.6,0.007,True,MAP
CO2-0850,2024-12-08,Laayoune,Jorf Lasfar,Rail,820,88.9,1822.45,2662.27,31.5,0.025,True,NPS
CO2-0851,2024-02-27,Casablanca Port,Jorf Lasfar,Maritime,95,450.7,342.53,509.34,32.8,0.008,True,Acide phosphorique
CO2-0852,2024-12-16,Jorf Lasfar,Casablanca Port,Rail,95,312.0,652.08,987.61,34.0,0.022,True,NPS
CO2-0853,2024-07-23,Khouribga,Safi,Maritime,155,163.6,202.86,309.14,34.4,0.008,True,MAP
CO2-0854,2024-05-04,Laayoune,Benguerir,Rail,515,258.2,2925.41,4046.06,27.7,0.022,True,Urée
CO2-0855,2024-01-24,Jorf Lasfar,Khouribga,Rail,180,368.5,1658.25,2111.73,21.5,0.025,True,Sulfate d'ammonium
CO2-0856,2025-03-25,Laayoune,Safi,Maritime,196,392.2,614.97,790.86,22.2,0.008,True,NPS
CO2-0857,2024-09-18,Laayoune,Jorf Lasfar,Rail,820,473.7,9710.85,13612.22,28.7,0.025,True,DAP
CO2-0858,2024-05-09,Casablanca Port,Jorf Lasfar,Maritime,95,365.7,243.19,362.76,33.0,0.007,True,NPS
CO2-0859,2025-03-11,Safi,Casablanca Port,Rail,459,171.5,1967.96,2954.9,33.4,0.025,True,Urée
CO2-0860,2024-03-10,Jorf Lasfar,Youssoufia,Rail,90,398.9,789.82,1121.39,29.6,0.022,True,Sulfate d'ammonium
CO2-0861,2024-12-26,Casablanca Port,Jorf Lasfar,Maritime,95,29.9,22.72,34.91,34.9,0.008,True,DAP
CO2-0862,2024-11-02,Laayoune,Casablanca Port,Route,900,80.7,6972.48,8415.72,17.1,0.096,True,MAP
CO2-0863,2024-01-09,Khouribga,Casablanca Port,Rail,120,300.6,793.58,1021.35,22.3,0.022,True,TSP
CO2-0864,2024-09-01,Laayoune,Jorf Lasfar,Route,820,84.5,7206.16,9529.04,24.4,0.104,True,Phosphate brut
CO2-0865,2025-02-16,Casablanca Port,Safi,Rail,667,48.4,807.07,1061.16,23.9,0.025,True,MAP
CO2-0866,2024-09-11,Laayoune,Jorf Lasfar,Maritime,820,40.5,232.47,283.93,18.1,0.007,True,TSP
CO2-0867,2024-02-24,Benguerir,Youssoufia,Maritime,552,119.2,460.59,698.73,34.1,0.007,True,NPS
CO2-0868,2024-03-02,Youssoufia,Jorf Lasfar,Route,90,459.2,4298.11,5484.22,21.6,0.104,True,Sulfate d'ammonium
CO2-0869,2024-06-11,Jorf Lasfar,Laayoune,Maritime,820,292.8,1920.77,2542.39,24.5,0.008,True,DAP
CO2-0870,2024-11-30,Casablanca Port,Khouribga,Maritime,120,281.4,236.38,291.13,18.8,0.007,True,Acide phosphorique
CO2-0871,2024-10-26,Safi,Laayoune,Rail,168,332.3,1228.18,1826.48,32.8,0.022,True,Phosphate brut
CO2-0872,2024-03-30,Jorf Lasfar,Safi,Maritime,75,191.4,114.84,141.88,19.1,0.008,True,Acide phosphorique
CO2-0873,2024-04-14,Youssoufia,Jorf Lasfar,Maritime,90,40.4,25.45,38.01,33.0,0.007,True,Phosphate brut
CO2-0874,2024-05-03,Safi,Jorf Lasfar,Rail,75,33.5,55.27,76.86,28.1,0.022,True,Urée
CO2-0875,2024-07-12,Laayoune,Casablanca Port,Route,900,22.2,2077.92,2708.04,23.3,0.104,True,MAP
CO2-0876,2024-11-16,Safi,Benguerir,Route,95,412.2,3759.26,4611.82,18.5,0.096,True,MAP
CO2-0877,2024-06-08,Jorf Lasfar,Laayoune,Route,820,324.6,27681.89,36461.66,24.1,0.104,True,Acide phosphorique
CO2-0878,2024-01-30,Safi,Benguerir,Rail,95,482.4,1145.7,1450.59,21.0,0.025,True,DAP
CO2-0879,2025-01-12,Youssoufia,Jorf Lasfar,Rail,90,146.7,290.47,391.23,25.8,0.022,True,Urée
CO2-0880,2024-07-29,Youssoufia,Casablanca Port,Rail,349,324.2,2828.64,3843.13,26.4,0.025,True,Phosphate brut
CO2-0881,2025-03-22,Jorf Lasfar,Benguerir,Rail,110,296.2,716.8,1060.18,32.4,0.022,True,Urée
CO2-0882,2024-01-03,Safi,Jorf Lasfar,Route,75,383.0,2757.6,3858.94,28.5,0.096,True,TSP
CO2-0883,2024-07-28,Jorf Lasfar,Casablanca Port,Route,95,264.4,2411.33,3628.83,33.6,0.096,True,Sulfate d'ammonium
