livraison_id,commande_id,origine,destination,transporteur_id,transporteur_nom,mode_transport,distance_km,masse_t,date_depart,date_arrivee_prevue,retard_heures,statut,co2_kg,cout_transport_usd,produit,otif
LIV-0434,CMD-0290,Casablanca Port,Laayoune,T001,OCP Rail,Rail,900,85.7,2024-06-20 01:00,2024-06-20 13:48,1.4,En transit,1928.25,949.37,TSP,0
LIV-0435,CMD-0270,Youssoufia,Laayoune,T001,OCP Rail,Rail,608,431.4,2024-01-03 11:36,2024-01-03 21:48,2.2,Livré,6557.28,3933.32,Urée,0
LIV-0436,CMD-0402,Casablanca Port,Jorf Lasfar,T002,ONCF Fret,Rail,95,187.4,2024-05-19 20:38,2024-05-19 21:50,3.4,Livré,391.67,238.9,Sulfate d'ammonium,0
LIV-0437,CMD-0327,Jorf Lasfar,Safi,T003,Atlas Trucks,Route,75,125.1,2024-08-11 03:07,2024-08-11 04:25,0.0,Livré,900.72,155.12,MAP,1
LIV-0438,CMD-0419,Benguerir,Laayoune,T004,Sahara Trans,Route,801,81.5,2025-01-14 22:52,2025-01-15 10:46,0.0,Livré,6789.28,1041.35,DAP,1
LIV-0439,CMD-0047,Jorf Lasfar,Benguerir,T003,Atlas Trucks,Route,110,172.5,2024-12-09 06:34,2024-12-09 08:28,0.0,Livré,1821.6,235.63,Acide phosphorique,1
LIV-0440,CMD-0022,Safi,Jorf Lasfar,T002,ONCF Fret,Rail,75,440.3,2024-03-26 16:25,2024-03-26 17:19,0.0,Livré,726.5,444.46,Urée,1
LIV-0441,CMD-0235,Khouribga,Laayoune,T003,Atlas Trucks,Route,441,388.1,2024-02-08 05:26,2024-02-08 12:26,0.0,Livré,16430.6,2324.39,Acide phosphorique,1
LIV-0442,CMD-0408,Laayoune,Youssoufia,T003,Atlas Trucks,Route,419,218.4,2024-07-12 04:10,2024-07-12 09:16,4.4,Livré,8784.92,1242.81,NPS,0
LIV-0443,CMD-0277,Khouribga,Benguerir,T003,Atlas Trucks,Route,80,31.6,2024-07-11 02:10,2024-07-11 04:04,0.0,Livré,242.69,35.76,MAP,1
LIV-0444,CMD-0401,Khouribga,Youssoufia,T005,OCP Maritime,Maritime,819,357.7,2024-01-16 15:42,2024-01-17 11:48,0.0,En transit,2343.65,4357.72,Phosphate brut,0
LIV-0445,CMD-0386,Laayoune,Jorf Lasfar,T003,Atlas Trucks,Route,820,175.4,2024-01-19 04:48,2024-01-19 20:06,6.0,En transit,13807.49,1911.32,Acide phosphorique,0
LIV-0446,CMD-0560,Safi,Khouribga,T002,ONCF Fret,Rail,155,289.3,2025-02-18 03:38,2025-02-18 06:08,1.8,Retardé,986.51,586.53,MAP,0
LIV-0447,CMD-0086,Safi,Youssoufia,T005,OCP Maritime,Maritime,60,210.7,2024-10-14 05:58,2024-10-14 06:58,0.0,En transit,101.14,142.49,MAP,0
LIV-0448,CMD-0506,Jorf Lasfar,Youssoufia,T002,ONCF Fret,Rail,90,304.8,2024-11-09 04:06,2024-11-09 05:24,0.0,Livré,603.5,279.92,Acide phosphorique,1
LIV-0449,CMD-0501,Safi,Benguerir,T006,Marsa Maroc,Maritime,95,420.5,2025-03-15 02:11,2025-03-15 03:35,0.0,En transit,279.63,394.0,NPS,0
LIV-0450,CMD-0385,Benguerir,Laayoune,T002,ONCF Fret,Rail,409,241.5,2025-03-06 22:21,2025-03-07 03:33,0.0,En transit,2173.02,1291.72,TSP,0
