commande_id,date_commande,produit,categorie,quantite_t,prix_unitaire_usd,montant_total_usd,client_id,client_nom,pays_client,priorite_client,site_origine,date_livraison_prevue,statut,retard_jours,fournisseur_id
CMD-0485,2024-11-09 18:17,Sulfate d'ammonium,Engrais,3051.5,199.74,609494.55,C005,Amajour Agri,Maroc,A,Youssoufia,2024-11-19,Livrée,0,F004
CMD-0486,2025-02-02 16:21,MAP,Engrais,1506.5,632.2,952406.68,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2025-02-16,En attente,0,F005
CMD-0487,2024-09-20 19:44,Acide phosphorique,Chimique,2837.7,886.72,2516232.68,C008,Pakistan Fertilizer,Pakistan,C,Safi,2024-10-13,En cours,0,F005
CMD-0488,2024-06-20 04:13,DAP,Engrais,1326.2,608.36,806808.6,C008,Pakistan Fertilizer,Pakistan,C,Khouribga,2024-07-05,En attente,0,F004
CMD-0489,2024-03-13 05:49,Sulfate d'ammonium,Engrais,4169.3,201.54,840286.79,C001,OCP Export EU,France,A,Casablanca Port,2024-03-30,En cours,0,F003
CMD-0490,2025-03-21 14:46,MAP,Engrais,1603.7,563.43,903576.93,C003,Fertil India Ltd,Inde,B,Safi,2025-03-29,Retardée,0,F002
CMD-0491,2024-06-09 14:37,NPS,Engrais,3690.4,540.42,1994350.42,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-06-17,En attente,0,F005
CMD-0492,2025-01-17 15:56,Sulfate d'ammonium,Engrais,578.1,224.12,129562.8,C003,Fertil India Ltd,Inde,B,Laayoune,2025-01-27,En attente,0,F005
CMD-0493,2025-03-22 05:49,DAP,Engrais,3122.3,619.24,1933453.57,C008,Pakistan Fertilizer,Pakistan,C,Benguerir,2025-04-10,Livrée,0,F005
CMD-0494,2025-02-12 08:25,Acide phosphorique,Chimique,3763.3,799.44,3008538.01,C007,OCP Kenya,Kenya,A,Youssoufia,2025-03-06,Livrée,0,F005
CMD-0495,2024-12-21 02:45,DAP,Engrais,4309.0,647.37,2789515.92,C006,Yara West Africa,Sénégal,B,Safi,2025-01-01,Livrée,0,F001
CMD-0496,2024-07-20 17:10,DAP,Engrais,2926.0,602.68,1763451.25,C004,Bunge Brasil,Brésil,B,Safi,2024-08-01,Livrée,0,F003
CMD-0497,2024-11-21 12:27,NPS,Engrais,960.4,503.79,483843.51,C006,Yara West Africa,Sénégal,B,Benguerir,2024-12-09,Livrée,0,F004
CMD-0498,2024-06-26 12:47,Acide phosphorique,Chimique,2878.5,915.18,2634348.66,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2024-07-14,En cours,0,F002
CMD-0499,2024-04-26 03:46,Urée,Engrais,771.9,407.92,314870.51,C007,OCP Kenya,Kenya,A,Youssoufia,2024-05-04,Livrée,0,F004
CMD-0500,2025-03-17 01:12,TSP,Engrais,2458.8,460.87,1133198.97,C006,Yara West Africa,Sénégal,B,Laayoune,2025-03-24,Livrée,0,F002
CMD-0501,2024-03-15 19:11,DAP,Engrais,1308.7,653.63,855400.34,C004,Bunge Brasil,Brésil,B,Laayoune,2024-03-29,Livrée,0,F003
CMD-0502,2024-06-03 12:50,Acide phosphorique,Chimique,2088.2,829.75,1732680.41,C006,Yara West Africa,Sénégal,B,Khouribga,2024-06-25,En cours,0,F005
CMD-0503,2024-12-13 03:22,TSP,Engrais,1659.2,480.8,797746.91,C005,Amajour Agri,Maroc,A,Benguerir,2024-12-29,Livrée,0,F003
CMD-0504,2024-09-19 01:22,NPS,Engrais,879.5,535.11,470629.0,C003,Fertil India Ltd,Inde,B,Laayoune,2024-10-07,En cours,0,F004
CMD-0505,2024-08-14 07:16,MAP,Engrais,1750.9,572.39,1002202.39,C002,AgriMaroc Sud,Maroc,A,Youssoufia,2024-08-31,En cours,0,F004
CMD-0506,2025-02-08 14:56,Acide phosphorique,Chimique,4320.9,831.39,3592354.86,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2025-02-25,Livrée,0,F001
CMD-0507,2024-03-03 04:30,TSP,Engrais,1295.7,498.73,646203.98,C004,Bunge Brasil,Brésil,B,Casablanca Port,2024-03-09,Livrée,0,F001
CMD-0508,2025-02-10 23:44,MAP,Engrais,316.4,615.58,194768.29,C008,Pakistan Fertilizer,Pakistan,C,Jorf Lasfar,2025-02-25,Livrée,0,F005
CMD-0509,2024-06-27 03:30,TSP,Engrais,4661.4,471.54,2198037.44,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-07-05,Livrée,0,F002
CMD-0510,2024-09-09 14:11,TSP,Engrais,224.0,469.01,105057.21,C003,Fertil India Ltd,Inde,B,Khouribga,2024-09-30,Livrée,0,F005
CMD-0511,2024-05-17 12:12,Acide phosphorique,Chimique,4849.2,876.88,4252150.55,C008,Pakistan Fertilizer,Pakistan,C,Youssoufia,2024-06-08,Livrée,0,F005
CMD-0512,2024-03-10 13:24,Urée,Engrais,2434.2,363.41,884611.18,C005,Amajour Agri,Maroc,A,Benguerir,2024-03-22,Livrée,0,F003
CMD-0513,2024-04-15 20:49,TSP,Engrais,50.5,504.22,25463.17,C005,Amajour Agri,Maroc,A,Khouribga,2024-04-25,Livrée,0,F001
CMD-0514,2024-08-15 12:28,NPS,Engrais,95.2,504.32,48011.6,C008,Pakistan Fertilizer,Pakistan,C,Benguerir,2024-08-29,En attente,0,F005
CMD-0515,2024-07-13 02:24,Sulfate d'ammonium,Engrais,4416.7,207.89,918173.51,C004,Bunge Brasil,Brésil,B,Safi,2024-07-26,Livrée,0,F004
CMD-0516,2024-07-30 03:55,Phosphate brut,Minerai,2140.1,115.0,246110.62,C005,Amajour Agri,Maroc,A,Khouribga,2024-08-13,En cours,0,F003
CMD-0517,2024-03-26 17:11,Urée,Engrais,388.9,357.91,139189.93,C004,Bunge Brasil,Brésil,B,Laayoune,2024-04-13,En cours,0,F003
CMD-0518,2025-02-19 12:34,NPS,Engrais,146.0,473.25,69094.5,C004,Bunge Brasil,Brésil,B,Benguerir,2025-02-23,Annulée,0,F003
CMD-0519,2024-03-11 01:23,Acide phosphorique,Chimique,2220.2,783.12,1738673.6,C003,Fertil India Ltd,Inde,B,Casablanca Port,2024-03-17,Livrée,0,F003
CMD-0520,2024-12-26 03:42,Urée,Engrais,4007.3,410.28,1644099.73,C005,Amajour Agri,Maroc,A,Laayoune,2025-01-07,Livrée,0,F002
CMD-0521,2024-05-21 01:20,DAP,Engrais,1992.5,624.28,1243887.15,C005,Amajour Agri,Maroc,A,Laayoune,2024-05-30,En attente,0,F001
CMD-0522,2024-01-27 00:40,MAP,Engrais,3867.6,584.62,2261058.96,C004,Bunge Brasil,Brésil,B,Safi,2024-02-08,En cours,0,F001
CMD-0523,2024-09-07 22:20,Phosphate brut,Minerai,3423.1,116.39,398423.17,C008,Pakistan Fertilizer,Pakistan,C,Safi,2024-09-19,En cours,0,F005
CMD-0524,2024-02-10 10:58,MAP,Engrais,3210.7,561.56,1802999.12,C005,Amajour Agri,Maroc,A,Safi,2024-03-06,Livrée,0,F001
CMD-0525,2025-03-30 03:32,Phosphate brut,Minerai,124.6,125.65,15656.28,C007,OCP Kenya,Kenya,A,Benguerir,2025-04-06,En attente,0,F001
CMD-0526,2024-03-10 12:01,DAP,Engrais,3001.3,607.24,1822517.66,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2024-03-17,Livrée,0,F005
CMD-0527,2025-02-20 14:21,Sulfate d'ammonium,Engrais,1809.8,198.37,359013.03,C001,OCP Export EU,France,A,Khouribga,2025-03-06,Livrée,0,F002
CMD-0528,2024-01-17 14:02,Sulfate d'ammonium,Engrais,4464.4,217.84,972503.22,C006,Yara West Africa,Sénégal,B,Laayoune,2024-02-04,Livrée,0,F002
CMD-0529,2025-02-25 13:17,Acide phosphorique,Chimique,3547.8,858.03,3044109.51,C001,OCP Export EU,France,A,Safi,2025-03-19,Livrée,0,F002
CMD-0530,2025-03-06 17:00,Sulfate d'ammonium,Engrais,2368.6,222.35,526666.35,C006,Yara West Africa,Sénégal,B,Casablanca Port,2025-03-10,Livrée,0,F004
CMD-0531,2025-01-27 23:44,Acide phosphorique,Chimique,1867.2,782.1,1460333.19,C005,Amajour Agri,Maroc,A,Jorf Lasfar,2025-02-08,Retardée,0,F005
CMD-0532,2025-02-22 14:52,Sulfate d'ammonium,Engrais,3619.0,215.32,779237.74,C004,Bunge Brasil,Brésil,B,Benguerir,2025-03-14,Livrée,0,F004
CMD-0533,2024-03-15 18:20,TSP,Engrais,2078.5,466.33,969269.91,C005,Amajour Agri,Maroc,A,Benguerir,2024-04-03,Livrée,0,F002
CMD-0534,2024-01-25 17:06,TSP,Engrais,579.9,456.32,264617.74,C001,OCP Export EU,France,A,Youssoufia,2024-02-14,En attente,0,F004
CMD-0535,2024-01-11 03:56,Acide phosphorique,Chimique,1142.6,879.63,1005061.75,C001,OCP Export EU,France,A,Benguerir,2024-02-01,En cours,0,F001
CMD-0536,2024-11-19 01:55,NPS,Engrais,2812.2,545.76,1534788.24,C001,OCP Export EU,France,A,Benguerir,2024-12-09,En attente,0,F001
CMD-0537,2024-06-16 16:40,Acide phosphorique,Chimique,398.4,823.33,328015.08,C001,OCP Export EU,France,A,Casablanca Port,2024-06-29,Livrée,0,F002
CMD-0538,2024-05-18 22:53,Urée,Engrais,2654.7,364.72,968234.91,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-06-04,Livrée,0,F001
CMD-0539,2024-05-09 13:33,Sulfate d'ammonium,Engrais,3342.9,222.86,745008.35,C008,Pakistan Fertilizer,Pakistan,C,Casablanca Port,2024-05-24,Livrée,0,F005
CMD-0540,2024-09-30 15:47,Sulfate d'ammonium,Engrais,4992.2,208.09,1038802.98,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-10-20,En cours,0,F003
CMD-0541,2024-09-08 05:33,Sulfate d'ammonium,Engrais,3184.5,220.96,703643.32,C007,OCP Kenya,Kenya,A,Laayoune,2024-09-21,En cours,0,F002
CMD-0542,2024-11-04 10:18,Urée,Engrais,4810.2,376.81,1812521.78,C005,Amajour Agri,Maroc,A,Benguerir,2024-11-05,Annulée,0,F005
CMD-0543,2024-06-15 20:35,DAP,Engrais,82.5,668.05,55114.28,C003,Fertil India Ltd,Inde,B,Benguerir,2024-07-05,Livrée,0,F003
CMD-0544,2024-07-24 19:44,TSP,Engrais,2328.8,453.59,1056318.12,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-08-08,Livrée,0,F003
CMD-0545,2024-02-29 23:08,Acide phosphorique,Chimique,2029.0,906.83,1839961.98,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2024-03-20,En attente,0,F002
CMD-0546,2025-03-23 14:42,NPS,Engrais,3229.2,472.25,1524988.16,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2025-04-01,En attente,0,F003
CMD-0547,2024-06-25 02:19,Sulfate d'ammonium,Engrais,4654.7,197.25,918140.33,C007,OCP Kenya,Kenya,A,Safi,2024-07-17,En attente,0,F001
CMD-0548,2025-03-14 18:44,Urée,Engrais,2645.7,369.01,976301.52,C001,OCP Export EU,France,A,Benguerir,2025-03-22,Livrée,0,F002
CMD-0549,2024-12-12 02:53,TSP,Engrais,3671.3,471.77,1732021.65,C001,OCP Export EU,France,A,Casablanca Port,2025-01-03,En cours,0,F001
CMD-0550,2024-09-18 02:37,Phosphate brut,Minerai,3942.5,113.24,446455.95,C007,OCP Kenya,Kenya,A,Benguerir,2024-09-26,En cours,0,F001
CMD-0551,2024-04-11 06:22,Urée,Engrais,2022.7,376.02,760569.71,C005,Amajour Agri,Maroc,A,Khouribga,2024-04-26,Livrée,0,F002
CMD-0552,2025-02-11 04:41,NPS,Engrais,2878.1,514.99,1482196.39,C007,OCP Kenya,Kenya,A,Casablanca Port,2025-02-19,Livrée,0,F004
CMD-0553,2024-09-27 12:55,Sulfate d'ammonium,Engrais,3375.2,207.43,700120.99,C002,AgriMaroc Sud,Maroc,A,Khouribga,2024-10-06,Livrée,0,F001
CMD-0554,2024-12-09 11:23,Acide phosphorique,Chimique,3100.3,916.66,2841926.11,C003,Fertil India Ltd,Inde,B,Benguerir,2024-12-24,Livrée,0,F002
CMD-0555,2024-03-28 06:45,Phosphate brut,Minerai,3800.8,126.77,481839.09,C006,Yara West Africa,Sénégal,B,Youssoufia,2024-04-08,Livrée,0,F005
CMD-0556,2024-08-24 23:48,TSP,Engrais,1749.2,503.37,880492.64,C005,Amajour Agri,Maroc,A,Khouribga,2024-09-08,Livrée,0,F002
CMD-0557,2025-01-10 04:15,Phosphate brut,Minerai,2640.2,115.37,304589.93,C004,Bunge Brasil,Brésil,B,Jorf Lasfar,2025-01-21,En cours,0,F001
CMD-0558,2024-07-29 17:03,Urée,Engrais,893.1,366.87,327649.83,C001,OCP Export EU,France,A,Benguerir,2024-08-06,En cours,0,F001
CMD-0559,2024-10-06 18:58,MAP,Engrais,1393.0,623.24,868168.63,C007,OCP Kenya,Kenya,A,Casablanca Port,2024-10-22,Livrée,0,F004
CMD-0560,2024-09-02 00:31,Phosphate brut,Minerai,4884.2,112.31,548556.18,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2024-09-18,Livrée,0,F002
CMD-0561,2024-07-11 03:43,Phosphate brut,Minerai,4635.4,110.81,513660.63,C008,Pakistan Fertilizer,Pakistan,C,Jorf Lasfar,2024-08-02,Livrée,0,F004
CMD-0562,2024-08-22 19:46,Urée,Engrais,1766.6,371.0,655402.09,C003,Fertil India Ltd,Inde,B,Khouribga,2024-09-03,Livrée,0,F001
CMD-0563,2024-08-05 15:11,Acide phosphorique,Chimique,4952.3,910.4,4508586.75,C007,OCP Kenya,Kenya,A,Laayoune,2024-08-14,Livrée,0,F004
CMD-0564,2024-06-25 15:33,TSP,Engrais,1941.9,515.37,1000805.78,C002,AgriMaroc Sud,Maroc,A,Casablanca Port,2024-07-05,En cours,0,F004
CMD-0565,2024-04-17 15:15,Acide phosphorique,Chimique,2734.1,810.12,2214946.33,C006,Yara West Africa,Sénégal,B,Safi,2024-05-08,En cours,0,F002
CMD-0566,2024-04-15 01:17,TSP,Engrais,3540.4,481.83,1705864.78,C005,Amajour Agri,Maroc,A,Casablanca Port,2024-04-24,En cours,0,F005
CMD-0567,2024-04-01 22:53,TSP,Engrais,2808.8,514.45,1444994.46,C006,Yara West Africa,Sénégal,B,Khouribga,2024-04-09,En attente,0,F002
CMD-0568,2024-07-31 15:55,DAP,Engrais,4807.9,600.49,2887106.12,C006,Yara West Africa,Sénégal,B,Safi,2024-08-07,Livrée,0,F002
CMD-0569,2024-06-29 08:11,DAP,Engrais,2856.9,593.31,1695017.07,C005,Amajour Agri,Maroc,A,Jorf Lasfar,2024-07-14,Livrée,0,F001
CMD-0570,2024-10-17 11:06,NPS,Engrais,4238.4,507.45,2150780.75,C003,Fertil India Ltd,Inde,B,Jorf Lasfar,2024-10-27,Livrée,0,F002
CMD-0571,2024-01-12 15:53,TSP,Engrais,209.5,500.32,104816.32,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-01-31,Retardée,2,F002
CMD-0572,2024-12-07 04:52,Phosphate brut,Minerai,926.5,128.73,119268.55,C004,Bunge Brasil,Brésil,B,Khouribga,2024-12-29,Livrée,0,F003
CMD-0573,2024-10-22 10:41,NPS,Engrais,2054.1,472.61,970794.41,C004,Bunge Brasil,Brésil,B,Safi,2024-11-09,Livrée,0,F005
CMD-0574,2024-07-09 20:35,DAP,Engrais,2311.7,657.47,1519883.76,C002,AgriMaroc Sud,Maroc,A,Safi,2024-07-27,Livrée,0,F001
CMD-0575,2024-08-24 13:18,Urée,Engrais,1491.3,373.8,557449.17,C001,OCP Export EU,France,A,Youssoufia,2024-09-10,Livrée,0,F004
CMD-0576,2024-12-16 20:15,Acide phosphorique,Chimique,2609.0,801.34,2090708.03,C001,OCP Export EU,France,A,Casablanca Port,2024-12-29,Livrée,0,F005
CMD-0577,2024-12-18 09:13,TSP,Engrais,1651.1,443.51,732284.73,C007,OCP Kenya,Kenya,A,Safi,2024-12-31,Retardée,1,F001
CMD-0578,2024-05-07 09:04,Acide phosphorique,Chimique,3260.5,878.76,2865196.61,C006,Yara West Africa,Sénégal,B,Casablanca Port,2024-05-23,Livrée,0,F004
CMD-0579,2025-02-01 10:09,Sulfate d'ammonium,Engrais,3551.0,217.62,772779.13,C002,AgriMaroc Sud,Maroc,A,Jorf Lasfar,2025-02-13,Livrée,0,F004
CMD-0580,2024-04-26 13:52,DAP,Engrais,2849.2,635.83,1811593.76,C003,Fertil India Ltd,Inde,B,Benguerir,2024-05-02,Livrée,0,F001
CMD-0581,2024-08-12 07:15,Urée,Engrais,3664.3,408.03,1495132.38,C005,Amajour Agri,Maroc,A,Benguerir,2024-08-25,Livrée,0,F002
CMD-0582,2025-01-21 12:27,Phosphate brut,Minerai,3838.7,110.63,424692.23,C001,OCP Export EU,France,A,Jorf Lasfar,2025-02-10,Livrée,0,F001
CMD-0583,2024-11-14 13:46,NPS,Engrais,2964.9,508.02,1506222.86,C004,Bunge Brasil,Brésil,B,Youssoufia,2024-11-24,En cours,0,F001
CMD-0584,2024-06-10 06:38,Phosphate brut,Minerai,3161.7,126.15,398836.85,C005,Amajour Agri,Maroc,A,Jorf Lasfar,2024-06-12,Livrée,0,F003
CMD-0585,2024-08-19 19:21,DAP,Engrais,210.5,627.75,132140.7,C003,Fertil India Ltd,Inde,B,Laayoune,2024-08-27,Livrée,0,F004
CMD-0586,2025-03-20 12:07,TSP,Engrais,1457.7,492.36,717711.73,C003,Fertil India Ltd,Inde,B,Casablanca Port,2025-04-10,Livrée,0,F004
CMD-0587,2024-10-21 07:56,Sulfate d'ammonium,Engrais,3854.1,204.05,786416.83,C001,OCP Export EU,France,A,Khouribga,2024-11-05,En attente,0,F005
CMD-0588,2024-08-01 03:31,MAP,Engrais,716.0,608.37,435594.41,C005,Amajour Agri,Maroc,A,Safi,2024-08-16,Livrée,0,F002
CMD-0589,2025-02-14 20:16,Phosphate brut,Minerai,2878.3,129.2,371886.49,C001,OCP Export EU,France,A,Khouribga,2025-02-22,En cours,0,F005
CMD-0590,2025-03-22 17:26,Acide phosphorique,Chimique,4246.6,817.31,3470804.64,C007,OCP Kenya,Kenya,A,Jorf Lasfar,2025-04-09,Retardée,3,F005
CMD-0591,2024-06-29 18:14,NPS,Engrais,4049.5,541.31,2192022.52,C008,Pakistan Fertilizer,Pakistan,C,Safi,2024-07-16,Annulée,0,F001
CMD-0592,2024-06-10 00:55,MAP,Engrais,3146.0,553.93,1742670.66,C001,OCP Export EU,France,A,Safi,2024-07-03,Annulée,0,F004
CMD-0593,2024-01-09 18:35,DAP,Engrais,2824.1,633.64,1789463.72,C006,Yara West Africa,Sénégal,B,Benguerir,2024-01-24,En cours,0,F003
CMD-0594,2024-01-05 18:17,MAP,Engrais,2558.1,573.38,1466759.31,C005,Amajour Agri,Maroc,A,Benguerir,2024-01-18,Livrée,0,F004
CMD-0595,2025-01-07 03:13,DAP,Engrais,1686.0,603.92,1018214.74,C003,Fertil India Ltd,Inde,B,Youssoufia,2025-01-30,En attente,0,F002
CMD-0596,2024-09-17 06:53,NPS,Engrais,2330.1,539.8,1257793.36,C003,Fertil India Ltd,Inde,B,Casablanca Port,2024-10-02,Retardée,4,F001
CMD-0597,2024-09-14 15:41,Acide phosphorique,Chimique,2702.6,810.32,2189980.82,C006,Yara West Africa,Sénégal,B,Jorf Lasfar,2024-10-05,Livrée,0,F002
CMD-0598,2024-05-08 21:53,Acide phosphorique,Chimique,4918.9,867.21,4265697.01,C001,OCP Export EU,France,A,Benguerir,2024-05-30,Livrée,0,F005
CMD-0599,2024-07-29 21:04,MAP,Engrais,4296.2,609.81,2619860.99,C005,Amajour Agri,Maroc,A,Casablanca Port,2024-08-07,Livrée,0,F002
CMD-0600,2024-08-22 19:37,Sulfate d'ammonium,Engrais,4756.1,200.46,953418.74,C008,Pakistan Fertilizer,Pakistan,C,Laayoune,2024-08-26,Livrée,0,F001
